"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"304","NDRRCP48MCD","2023-12-17","2023-12-17","National Deposit Rates, Rate Cap Adjusted: 48-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:13-06",1,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"305","NRC26MCD","2023-12-17","2023-12-17","National Rate Cap: 36-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:14-06",1,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"306","MSWP30","2023-12-17","2023-12-17","30-Year Swap Rate (DISCONTINUED)","2000-07-01","2016-09-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2016-10-03 15:47:10-05",1,11,"The Federal Reserve Board has discontinued this series as of October 11, 2016. More information, including possible alternative series, can be found at http://www.federalreserve.gov/feeds/h15.html.
Averages of Business Days. Rate paid by fixed-rate payer on an interest rate swap with maturity of thirty years. International Swaps and Derivatives Association (ISDA®) mid-market par swap rates. Rates are for a Fixed Rate Payer in return for receiving three month LIBOR, and are based on rates collected at 11:00 a.m. Eastern time by Garban Intercapital plc and published on Reuters Page ISDAFIX®1. ISDAFIX is a registered service mark of ISDA. Source: Reuters Limited."
"307","M010BBUSM508NNBR","2023-12-17","2023-12-17","Pig Iron Production for United States","1877-01-01","1936-01-01","Monthly","M","Percent Deviation From Trend","% Deviation From Trend","Not Seasonally Adjusted","NSA","2012-08-15 15:47:09-05",1,2,"Source: F.R. Macaulay, The Movement Of Interest Rates, Bond Yields, And Stock Prices In The U.S. Since 1856, NBER, 1938, Table 3A.

This NBER data series m01130bb appears on the NBER website in Chapter 1 at http://www.nber.org/databases/macrohistory/contents/chapter01.html.

NBER Indicator: m01130bb"
"308","HQMCB24YR","2023-12-17","2023-12-17","24-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:31-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"309","MSWP2","2023-12-17","2023-12-17","2-Year Swap Rate (DISCONTINUED)","2000-07-01","2016-09-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2016-10-03 15:47:10-05",1,11,"The Federal Reserve Board has discontinued this series as of October 11, 2016. More information, including possible alternative series, can be found at http://www.federalreserve.gov/feeds/h15.html.
Averages of Business Days. Rate paid by fixed-rate payer on an interest rate swap with maturity of two years. International Swaps and Derivatives Association (ISDA®) mid-market par swap rates. Rates are for a Fixed Rate Payer in return for receiving three month LIBOR, and are based on rates collected at 11:00 a.m. Eastern time by Garban Intercapital plc and published on Reuters Page ISDAFIX®1. ISDAFIX is a registered service mark of ISDA. Source: Reuters Limited."
"310","HQMCB17YR","2023-12-17","2023-12-17","17-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:10-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"311","M13022USM156NNBR","2023-12-17","2023-12-17","Railroad Bond Yields, Second Grade for United States","1915-01-01","1938-07-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:18:48-05",1,1,"Source: Dow Jones

This NBER data series m13022 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13022"
"312","HQMCB5Y6M","2023-12-17","2023-12-17","5.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:20-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"313","HQMCB45YR","2023-12-17","2023-12-17","45-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:16-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"314","NDRRCA60MCD","2023-12-17","2023-12-17","National Deposit Rates, Rate Cap Adjusted: 60-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:13-06",1,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"315","HQMCB80YR","2023-12-17","2023-12-17","80-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:08-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"316","HQMCB79YR","2023-12-17","2023-12-17","79-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:34-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"317","CPN2M","2023-12-17","2023-12-17","60-Day AA Nonfinancial Commercial Paper Interest Rate","1997-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-01 15:25:33-06",1,4,"Averages of Business Days, Discount Basis"
"318","HQMCB3Y6M","2023-12-17","2023-12-17","3.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:15-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"319","M13003US35620M156NNBR","2023-12-17","2023-12-17","Ninety Day Time-Money Rates on Stock Exchange Loans for New York, NY","1890-01-01","1956-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:16:37-05",1,1,"Data Represent Mixed Collateral. Source: Data For 1890-1936: F.R. Macaulay, The Movement Of Interest Rates, Bond Yields, And Stock Prices In The U.S. Since 1856 (NBER No. 33, 1938), A150-161. Data For 1937-1943: Federal Reserve Bulletin. Data For 1943-1956: Bank And Quotation Record, Commercial And Financial Chronicle.

This NBER data series m13003 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13003"
"320","H0RIFSPPCM06NM","2023-12-17","2023-12-17","6-Month Prime Commercial Paper, Average Dealer Offering Rate, Quoted on a Discount Basis (DISCONTINUED)","1970-01-01","1997-08-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2022-06-03 16:09:35-05",1,3,"Averages of daily figures.

The Federal Reserve Board has discontinued this series. For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm)."
"321","NRC48MCD","2023-12-17","2023-12-17","National Rate Cap: 48-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:15-06",1,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"322","CP1M","2023-12-17","2023-12-17","1-Month Commercial Paper Rate (DISCONTINUED)","1971-04-01","1997-08-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2006-06-07 15:20:33-05",1,2,"Average of offering rates on commercial paper placed by several leading dealers for firms whose bond rating is AA or equivalent, quoted on a discount basis. Averages of daily figures."
"323","EXPINF28YR","2023-12-17","2023-12-17","28-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:13-06",1,1,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"324","TP10J10","2023-12-17","2023-12-17","10-Year 4-1/4% Treasury Inflation-Indexed Note, Due 1/15/2010 (DISCONTINUED)","2000-02-01","2009-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2010-01-04 11:16:16-06",1,1,"Averages of business days. Copyright, 2016, Haver Analytics. Reprinted with permission. Calculated from data provided by the Wall Street Journal."
"325","EXPINF18YR","2023-12-17","2023-12-17","18-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:12-06",1,1,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"326","TP10L15","2023-12-17","2023-12-17","10-Year 1-7/8% Treasury Inflation-Indexed Note, Due 7/15/2015 (DISCONTINUED)","2005-08-01","2015-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2015-08-03 10:06:03-05",1,1,"Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI). The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.

Averages of business days. Yield to maturity on accrued principal.

Calculated from data provided by the Wall Street Journal.

Copyright, 2016, Haver Analytics. Reprinted with permission."
"327","EXPINF12YR","2023-12-17","2023-12-17","12-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:11-06",1,1,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"328","HQMCB36YR","2023-12-17","2023-12-17","36-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:14-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"329","NDRRCA24MCD","2023-12-17","2023-12-17","National Deposit Rates, Rate Cap Adjusted: 24-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:13-06",1,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"330","EXPINF22YR","2023-12-17","2023-12-17","22-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:12-06",1,1,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"331","EXPINF26YR","2023-12-17","2023-12-17","26-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:12-06",1,1,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"332","TP10J09","2023-12-17","2023-12-17","10-Year 3-7/8% Treasury Inflation-Indexed Note, Due 1/15/2009 (DISCONTINUED)","1999-01-01","2008-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2009-01-05 10:31:22-06",1,1,"Averages of business days. Copyright, 2016, Haver Analytics. Reprinted with permission. Calculated from data provided by the Wall Street Journal."
"333","RIFSPPCUSNM","2023-12-17","2023-12-17","Interest Rate That Issuers Subject to the Unsecured Credit Surcharge Pay to Issue 3-Month Unsecured Paper to the Commercial Paper Funding Facility (CPFF) (DISCONTINUED)","2008-10-01","2010-02-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2022-06-03 16:09:05-05",1,1,"Averages of daily figures.

The Federal Reserve Board has discontinued this series. For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm)."
"334","TP10J08","2023-12-17","2023-12-17","10-Year 3-5/8% Treasury Inflation-Indexed Note, Due 1/15/2008 (DISCONTINUED)","1998-02-01","2007-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2008-01-02 09:13:32-06",1,2,"Averages of business days. Calculated from data provided by the Wall Street Journal. Copyright, 2016, Haver Analytics. Reprinted with permission."
"335","HQMCB21YR","2023-12-17","2023-12-17","21-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:11-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"336","ORSLIND","2023-12-17","2023-12-17","Leading Index for Oregon","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:17:09-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"337","TP10J07","2023-12-17","2023-12-17","10-Year 3-3/8% Treasury Inflation-Indexed Note, Due 1/15/2007 (DISCONTINUED)","1997-02-01","2006-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2007-01-02 08:43:09-06",1,2,"Averages of business days. Calculated from data provided by the Wall Street Journal. Copyright, 2016, Haver Analytics. Reprinted with permission."
"338","ATLSBUEGEI","2023-12-17","2023-12-17","Business Expectations: Employment Growth Index (DISCONTINUED)","2015-01-01","2020-07-01","Monthly","M","Index","Index","Not Seasonally Adjusted","NSA","2020-07-29 10:01:04-05",1,1,"This series was discontinued by the source following revisions to the methodology and panel design for the Survey of Business Uncertainty. For more details, see the revised methodology (https://www.frbatlanta.org/-/media/documents/research/surveys/business-uncertainty/survey-of-business-uncertainty-methodology.pdf).

This index reflects firms' mean subjective expectations about the growth of their own employment over the next 12 months. The index can respond to news about the overall economy, changes in business sentiment, policy developments, stock market moves, interest rate changes, and changes in the outlook of firms in the sample. The expectations index captures the expected direction and magnitude of each change for sample firms.

For more details about the index or the survey, visit the Survey of Business Uncertainty (https://www.frbatlanta.org/research/surveys/business-uncertainty.aspx)."
"339","HQMCB14Y6M","2023-12-17","2023-12-17","14.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:09-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"340","TP10J14","2023-12-17","2023-12-17","10-Year 2% Treasury Inflation-Indexed Note, Due 1/15/2014 (DISCONTINUED)","2004-02-01","2013-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2014-01-01 06:01:12-06",1,1,"Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI). The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.

Averages of business days. Yield to maturity on accrued principal.

Calculated from data provided by the Wall Street Journal.

Copyright, 2016, Haver Analytics. Reprinted with permission."
